order	lemma	pos	verdict	fix	why	gloss
591	dlan	NOUN	ok			анат. ладонь
592	aplauz	NOUN	ok			аплодисменты
593	porođaj	NOUN	ok			роды, рождение
594	psihološki	ADJ	ok			психологический
595	kafana	NOUN	ok			кафе, кофейня
596	bespomoćan	ADJ	ok			беспомощный, беззащитный
597	mito	NOUN	ok			взятка
598	sličnost	NOUN	ok			сходство
599	violina	NOUN	ok			скрипка
600	zabranjivati	VERB	ok			запрещать
601	institucija	NOUN	ok			учреждение, институт
602	čuvanje	NOUN	ok			хранение
603	ljubaznost	NOUN	ok			доброта
604	nesretan	ADJ	ok			несчастный, несчастливый
605	odnosno	ADV	ok			то есть, а именно; вернее, точнее
606	naočale	NOUN	ok			очки
607	nezavisan	ADJ	ok			независимый
608	prase	NOUN	ok			поросёнок
609	start	NOUN	drop_name	Договор об ограничении стратегических вооружений — это аббревиатура, не слово для разговора	специальный термин, не нужен начинающему	СНВ, Договор об ограничении стратегических (наступательных) вооружений
610	usmeriti	VERB	ok			направить, устремить, нацелить; сориентировать, наставить (кого-либо)
611	homoseksualac	NOUN	ok			гомосексуал, гомосексуалист
612	jahač	NOUN	ok			всадник, наездник
613	primirje	NOUN	ok			перемирие
614	ucena	NOUN	ok			шантаж
615	trovanje	NOUN	ok			заражение, отравление
616	amater	NOUN	ok			любитель
617	očekivanje	NOUN	ok			ожидание (действие)
618	makaze	NOUN	ok			ножницы
619	jastog	NOUN	ok			зоол. омар; лобстер
620	starateljstvo	NOUN	ok			опека; опекунство
621	samoća	NOUN	ok			одиночество
622	štakor	NOUN	ok			зоол. крыса (rattus)
623	grčki	ADJ	ok			греческий
624	lutrija	NOUN	ok			лотерея
625	plima	NOUN	ok			прилив
626	ćelav	ADJ	ok			лысый
627	pripadnik	NOUN	ok			член (организации); участник (группы)
628	travnjak	NOUN	ok			газон
629	tvrdnja	NOUN	ok			утверждение
630	kut	NOUN	ok			угол
631	potpredsednik	NOUN	ok			вице-президент
632	stepenište	NOUN	ok			лестница
633	kockanje	NOUN	ok			азартная игра
634	umak	NOUN	ok			соус
635	grožđe	NOUN	ok			виноград
636	evropski	ADJ	ok			европейский
637	jedro	NOUN	ok			парус
638	sportista	NOUN	ok			спортсмен
639	energetski	ADV	drop_grammar	наречие образа действия, но в толковании прилагательное	служебное слово	энергетический
640	padobran	NOUN	ok			парашют
641	pržiti	ADJ	gloss	жареный	pržiti — прилагательное, означает «жареный», а не глагол «жарить»	жарить
642	ekonomski	ADJ	ok			экономический
643	odbijanje	NOUN	ok			отражение, отбитие (удара, нападения)
644	hladnjak	NOUN	ok			холодильник
645	ada	NOUN	ok			островок
646	tovar	NOUN	ok			груз
647	životinjski	ADJ	ok			звериный
648	koš	NOUN	ok			корзина
649	halucinacija	NOUN	ok			мед. галлюцинация
650	znanstvenik	NOUN	ok			учёный
651	arogantan	ADJ	ok			нахальный, наглый, высокомерный
652	pilić	NOUN	ok			цыплёнок
653	gvožđe	NOUN	ok			хим. железо
654	alkoholičar	NOUN	ok			алкоголик
655	beskrajan	ADJ	ok			бесконечный
656	siromaštvo	NOUN	ok			бедность
657	nepodnošljiv	ADJ	ok			невыносимый, непереносимый, нестерпимый
658	porotnik	NOUN	ok			присяжный заседатель
659	besmrtan	ADJ	ok			бессмертный
660	njuška	NOUN	ok			морда, рыло
661	najaviti	VERB	ok			объявить, сообщить
662	baklja	NOUN	ok			факел
663	nadležnost	NOUN	ok			компетенция, ведение
664	poštar	NOUN	ok			почтальон
665	poštanski	ADJ	ok			почтовый
666	obdukcija	NOUN	ok			вскрытие, аутопсия
667	poluga	NOUN	ok			рычаг; слиток
668	fotelja	NOUN	ok			кресло
669	kadar	NOUN	gloss	способный, годный	kadar — прилагательное, а не существительное; толкование верно, но часть речи ошибочна	готовый, годный, способный (сделать что-либо)
670	prehlada	NOUN	ok			мед. простуда
671	šipka	NOUN	gloss	прут, стержень	šipka — обычное слово для прута, стержня, палочки	?
672	usvajanje	NOUN	ok			усваивание; принятие
673	teroristički	ADJ	ok			террористический
674	grudnjak	NOUN	ok			бюстгальтер
675	svila	NOUN	ok			шёлк
676	zajam	NOUN	ok			заём
677	stanovništvo	NOUN	ok			население
678	srpski	ADJ	ok			сербский
679	duvan	NOUN	ok			табак
680	okupljati	VERB	ok			сосредотачивать, сосредоточивать, концентрировать
681	plaćenik	NOUN	ok			наёмник, наймит
682	začin	NOUN	ok			пряность, специя, приправа
683	šargarepa	NOUN	ok			морковь
684	rečnik	NOUN	ok			словарь
685	olovo	NOUN	ok			хим. свинец
686	predator	NOUN	ok			биол. хищник
687	pogreb	NOUN	ok			похороны, погребение; устар. могила
688	mađioničar	NOUN	ok			фокусник
689	parkiralište	NOUN	ok			автостоянка, парковка
690	narudžba	NOUN	ok			заказ
691	vrtić	NOUN	ok			детский сад
692	bolničarka	NOUN	ok			медсестра
693	avionski	ADJ	ok			самолётный; авиационный, воздушный
694	planinski	ADJ	ok			горный
695	masakr	NOUN	ok			резня, бойня
696	nezaposlen	ADJ	ok			безработный, незанятый
697	okret	NOUN	ok			вращение
698	šina	NOUN	ok			рельс
699	očuh	NOUN	ok			отчим
700	obrva	NOUN	ok			бровь
701	isključivati	VERB	ok			исключать
702	posmatrač	NOUN	ok			наблюдатель
703	suprotnost	NOUN	ok			противоположность, противопоставленность, контраст
704	početnik	NOUN	ok			новичок
705	skupština	NOUN	ok			собрание; ассамблея
706	trkač	NOUN	ok			бегун
707	osvetnik	NOUN	ok			мститель
708	apsolutan	ADJ	ok			абсолютный, полный
709	brzak	NOUN	gloss	порог, мель	brzak — географический или гидрографический термин, означает порог на реке или мель	?
710	nemilosrdan	ADJ	ok			безжалостный, беспощадный, немилосердный
711	atentat	NOUN	ok			покушение, теракт
712	doprinos	NOUN	ok			вклад (что-либо ценное, вносимое кем-либо в науку, культуру, в общее дело)
713	računovođa	NOUN	ok			бухгалтер, счетовод
714	avet	NOUN	ok			призрак, привидение
715	đavolji	ADJ	ok			чертовский, дьявольский; ни к чёрту не годный, негодный, никудышный
716	gubica	NOUN	ok			морда
717	mučnina	NOUN	ok			тошнота
718	brašno	NOUN	ok			мука́
719	ćutanje	NOUN	ok			молчание
720	lešinar	NOUN	ok			гриф, стервятник
721	staklen	ADJ	drop_transparent		staklen — стеклянный, тот же корень что русское стекло	стеклянный
722	krastavac	NOUN	gloss	огурец	толкование перегружено ботаническим названием	ботан. огурец (Cucumis sativus)
723	pamuk	NOUN	gloss	хлопок	толкование перегружено ботаническим названием	ботан. хлопок, хлопчатник
724	foka	NOUN	gloss	тюлень	толкование перегружено зоологическим обозначением	зоол. тюлень
725	takozvani	ADJ	ok			так называемый
726	tradicionalan	ADJ	ok			традиционный
727	odaja	NOUN	ok			помещение, комната
728	skica	NOUN	ok			искусств. набросок, скетч, эскиз
729	kupus	NOUN	ok			капуста
730	pirinač	NOUN	drop_rare	рис	пометка (sr) указывает на региональность, для начинающего не нужно	рег. (sr) рис
731	plesač	NOUN	ok			танцор
732	kvaka	NOUN	ok			дверная ручка
733	izbeglica	NOUN	ok			беженец
734	hrišćanski	ADJ	ok			христианский
735	beznačajan	ADJ	ok			незначительный
736	književnost	NOUN	ok			литература
737	jarac	NOUN	gloss	козёл	толкование перегружено зоологическим обозначением	зоол. козёл
738	sočivo	NOUN	gloss	чечевица	толкование перегружено ботаническим названием	чечевица
739	puž	NOUN	gloss	улитка	толкование перегружено зоологическим обозначением	зоол. улитка
740	prisutnost	NOUN	ok			присутствие
741	naglasiti	VERB	ok			подчеркнуть, выделить
742	krvoproliće	NOUN	ok			кровопролитие
743	jednačina	NOUN	gloss	уравнение	толкование перегружено математической пометкой	матем. уравнение
744	sveučilište	NOUN	ok			университет
745	brijati	VERB	ok			брить
746	svagda	ADV	ok			всегда
747	afrički	ADJ	ok			африканский
748	ucenjivati	VERB	ok			шантажировать
749	žeđ	NOUN	ok			жажда
750	uže	NOUN	ok			верёвка
751	usamljenost	NOUN	ok			одиночество
752	kišan	ADJ	ok			дождливый
753	grkljan	NOUN	gloss	гортань	толкование перегружено анатомической пометкой	анат. гортань
754	jagnje	NOUN	gloss	ягнёнок	толкование перегружено зоологическим обозначением	ягнёнок
